age,fare,sex,sibsp,parch,embarked,class,who,alone,survived
20,8.0,male,1,0,S,Third,man,False,0
21,14.0,female,1,0,S,Third,woman,False,0
28,17.0,male,1,0,S,Third,man,False,0
32,12.0,male,1,0,S,Third,man,False,0
26,14.0,male,1,0,S,Third,man,False,0
23,11.0,male,1,0,S,Third,man,False,0
27,17.0,female,1,0,S,Third,woman,False,0
32,18.0,male,1,0,S,Third,man,False,0
22,9.0,male,1,0,S,Third,man,False,0
28,12.0,male,1,0,S,Third,man,False,0
23,8.0,male,1,0,S,Third,man,False,0
25,16.0,female,1,0,S,Third,woman,False,0
22,17.0,male,1,0,S,Third,man,False,0
27,12.0,male,1,0,S,Third,man,False,0
25,15.0,female,1,0,S,Third,woman,False,0
25,16.0,female,1,0,S,Third,woman,False,0
25,16.0,female,1,0,S,Third,woman,False,0
28,15.0,male,1,0,S,Third,man,False,0
32,24.0,female,1,0,S,Third,woman,False,0
23,12.0,male,1,0,S,Third,man,False,0
27,14.0,male,1,0,S,Third,man,False,0
18,6.0,male,1,0,S,Third,man,False,0
25,13.0,male,1,0,S,Third,man,False,0
20,11.0,male,1,0,S,Third,man,False,0
24,15.0,female,1,0,S,Third,woman,False,0
29,17.0,male,1,0,S,Third,man,False,0
25,15.0,female,1,0,S,Third,woman,False,0
27,14.0,male,1,0,S,Third,man,False,0
31,16.0,male,1,0,S,Third,man,False,0
27,13.0,male,1,0,S,Third,man,False,0
30,15.0,male,1,0,S,Third,man,False,0
32,19.0,male,1,0,S,Third,man,False,0
29,16.0,male,1,0,S,Third,man,False,0
30,18.0,male,1,0,S,Third,man,False,0
22,11.0,male,1,0,S,Third,man,False,0
24,10.0,male,1,0,S,Third,man,False,0
40,18.0,female,1,0,S,Third,woman,False,0
18,9.0,male,1,0,S,Third,man,False,0
27,15.0,male,1,0,S,Third,man,False,0
21,11.0,male,1,0,S,Third,man,False,0
27,14.0,female,1,0,S,Third,man,False,0
29,14.0,female,1,0,S,Third,man,False,0
26,14.0,male,1,0,S,Third,man,False,0
25,15.0,female,1,0,S,Third,woman,False,0
31,18.0,male,1,0,S,Third,man,False,0
26,14.0,male,1,0,S,Third,man,False,0
25,13.0,male,1,0,S,Third,man,False,0
18,6.0,male,1,0,S,Third,man,False,0
26,15.0,female,1,0,S,Third,woman,False,0
29,17.0,male,1,0,S,Third,man,False,0
30,14.0,male,1,0,S,Third,man,False,0
31,16.0,male,1,0,S,Third,man,False,0
31,17.0,male,1,0,S,Third,man,False,0
25,12.0,male,1,0,S,Third,man,False,0
24,15.0,female,1,0,S,Third,woman,False,0
28,17.0,male,1,0,S,Third,man,False,0
32,16.0,male,1,0,S,Third,man,False,0
27,16.0,male,1,0,S,Third,man,False,0
26,14.0,male,1,0,S,Third,man,False,0
23,16.0,female,1,0,S,Third,woman,False,0
28,17.0,male,1,0,S,Third,man,False,0
21,13.0,female,1,0,S,Third,woman,False,0
26,15.0,male,1,0,S,Third,man,False,0
31,18.0,male,1,0,S,Third,man,False,0
24,11.0,male,1,0,S,Third,man,False,0
23,10.0,male,1,0,S,Third,man,False,0
17,4.0,male,1,0,S,Third,man,False,0
25,12.0,male,1,0,S,Third,man,False,0
27,14.0,female,1,0,S,Third,woman,False,0
31,15.0,male,1,0,S,Third,man,False,0
29,17.0,male,1,0,S,Third,man,False,0
18,5.0,male,1,0,S,Third,man,False,0
22,16.0,female,1,0,S,Third,woman,False,0
32,16.0,female,1,0,S,Third,woman,False,0
32,16.0,male,1,0,S,Third,man,False,0
25,15.0,female,1,0,S,Third,woman,False,0
25,16.0,female,1,0,S,Third,woman,False,0
20,13.0,female,1,0,S,Third,woman,False,0
26,13.0,male,1,0,S,Third,man,False,0
23,13.0,female,1,0,S,Third,man,False,0
28,15.0,male,1,0,S,Third,man,False,0
27,14.0,male,1,0,S,Third,man,False,0
25,16.0,female,1,0,S,Third,woman,False,0
29,17.0,male,1,0,S,Third,man,False,0
30,13.0,male,1,0,S,Third,man,False,0
25,12.0,male,1,0,S,Third,man,False,0
29,18.0,male,1,0,S,Third,man,False,0
25,17.0,female,1,0,S,Third,woman,False,0
28,15.0,male,1,0,S,Third,man,False,0
23,12.0,female,1,0,S,Third,woman,False,0
32,16.0,male,1,0,S,Third,man,False,0
25,12.0,male,1,0,S,Third,man,False,0
30,17.0,male,1,0,S,Third,man,False,0
26,14.0,male,1,0,S,Third,man,False,0
21,24.0,male,1,1,S,Third,man,False,0
28,16.0,male,1,0,S,Third,man,False,0
27,13.0,male,1,0,S,Third,man,False,0
19,6.0,male,1,0,S,Third,man,False,0
22,9.0,male,1,0,S,Third,man,False,0
28,15.0,male,1,0,S,Third,man,False,0
21,11.0,male,1,0,S,Third,man,False,0
26,15.0,male,1,0,S,Third,man,False,0
32,18.0,male,1,0,S,Third,man,False,0
24,9.0,male,1,0,S,Third,man,False,0
29,14.0,female,1,0,S,Third,man,False,0
27,16.0,male,1,0,S,Third,man,False,0
22,13.0,female,1,0,S,Third,woman,False,0
26,14.0,female,1,0,S,Third,woman,False,0
28,16.0,male,1,0,S,Third,man,False,0
32,20.0,male,1,0,S,Third,man,False,0
31,23.0,female,1,0,S,Third,woman,False,0
25,16.0,female,1,0,S,Third,woman,False,0
26,17.0,female,1,0,S,Third,woman,False,0
20,11.0,male,1,0,S,Third,man,False,0
29,16.0,male,1,0,S,Third,man,False,0
28,14.0,male,1,0,S,Third,man,False,0
22,15.0,female,1,0,S,Third,woman,False,0
28,13.0,male,1,0,S,Third,man,False,0
20,9.0,male,1,0,S,Third,man,False,0
26,13.0,male,1,0,S,Third,man,False,0
27,12.0,male,1,0,S,Third,man,False,0
32,19.0,male,1,0,S,Third,man,False,0
19,7.0,male,1,0,S,Third,man,False,0
38,16.0,female,1,0,S,Third,woman,False,0
25,16.0,female,1,0,S,Third,woman,False,0
23,15.0,male,1,0,S,Third,man,False,0
31,17.0,male,1,0,S,Third,man,False,0
24,13.0,male,1,0,S,Third,man,False,0
18,6.0,male,1,0,S,Third,man,False,0
33,19.0,male,1,0,S,Third,man,False,0
18,10.0,male,1,0,S,Third,man,False,0
28,13.0,male,1,0,S,Third,man,False,0
23,13.0,female,1,0,S,Third,woman,False,0
22,7.0,male,1,0,S,Third,man,False,0
24,11.0,male,1,0,S,Third,man,False,0
31,16.0,male,1,0,S,Third,man,False,0
24,12.0,male,1,0,S,Third,man,False,0
25,13.0,male,1,0,S,Third,man,False,0
24,12.0,male,1,0,S,Third,man,False,0
29,13.0,male,1,0,S,Third,man,False,0
32,16.0,male,1,0,S,Third,man,False,0
28,17.0,male,1,0,S,Third,man,False,0
25,16.0,female,1,0,S,Third,woman,False,0
24,13.0,female,1,0,S,Third,woman,False,0
27,14.0,male,1,0,S,Third,man,False,0
31,19.0,male,1,0,S,Third,man,False,0
21,11.0,male,1,0,S,Third,man,False,0
27,16.0,male,1,0,S,Third,man,False,0
27,14.0,male,1,0,S,Third,man,False,0
27,16.0,female,1,0,S,Third,woman,False,0
26,17.0,female,1,0,S,Third,woman,False,0
21,7.0,male,1,0,S,Third,man,False,0
24,12.0,male,1,0,S,Third,man,False,0
21,13.0,female,1,0,S,Third,woman,False,0
27,13.0,male,1,0,S,Third,man,False,0
18,6.0,male,1,0,S,Third,man,False,0
32,14.0,male,1,0,S,Third,man,False,0
29,16.0,male,1,0,S,Third,man,False,0
22,10.0,male,1,0,S,Third,man,False,0
27,14.0,male,1,0,S,Third,man,False,0
26,15.0,male,1,0,S,Third,man,False,0
21,9.0,male,1,0,S,Third,man,False,0
29,13.0,male,1,0,S,Third,man,False,0
25,11.0,male,1,0,S,Third,man,False,0
27,16.0,male,1,0,S,Third,man,False,0
31,17.0,female,1,0,S,Third,woman,False,0
18,5.0,male,1,0,S,Third,man,False,0
25,11.0,male,1,0,S,Third,man,False,0
25,10.0,male,1,0,S,Third,man,False,0
23,15.0,female,1,0,S,Third,woman,False,0
24,19.0,male,1,0,S,Third,man,False,0
29,17.0,male,1,0,S,Third,man,False,0
31,15.0,male,1,0,S,Third,man,False,0
22,16.0,male,1,0,S,Third,man,False,0
30,17.0,female,1,0,S,Third,woman,False,0
19,6.0,male,1,0,S,Third,man,False,0
27,16.0,male,1,0,S,Third,man,False,0
26,14.0,male,1,0,S,Third,man,False,0
24,13.0,male,1,0,S,Third,man,False,0
26,16.0,male,1,0,S,Third,man,False,0
29,15.0,male,1,0,S,Third,man,False,0
25,13.0,male,1,0,S,Third,man,False,0
26,12.0,male,1,0,S,Third,man,False,0
29,15.0,male,1,0,S,Third,man,False,0
32,12.0,male,1,0,S,Third,man,False,0
29,18.0,male,1,0,S,Third,man,False,0
31,17.0,male,1,0,S,Third,man,False,0
21,10.0,male,1,0,S,Third,man,False,0
29,17.0,male,1,0,S,Third,man,False,0
30,17.0,male,1,0,S,Third,man,False,0
23,11.0,male,1,0,S,Third,man,False,0
24,11.0,male,1,0,S,Third,man,False,0
23,10.0,male,1,0,S,Third,man,False,0
27,17.0,female,1,0,S,Third,woman,False,0
18,6.0,male,1,0,S,Third,man,False,0
26,15.0,male,1,0,S,Third,man,False,0
19,8.0,male,1,0,S,Third,man,False,0
30,17.0,male,1,0,S,Third,man,False,0
17,15.0,male,1,1,S,Third,man,False,0
22,15.0,female,1,0,S,Third,woman,False,0
21,13.0,male,1,0,S,Third,man,False,0
23,15.0,female,1,0,S,Third,woman,False,0
30,17.0,male,1,0,S,Third,man,False,0
29,12.0,male,1,0,S,Third,man,False,0
24,11.0,male,1,0,S,Third,man,False,0
23,12.0,male,1,0,S,Third,man,False,0
28,13.0,male,1,0,S,Third,man,False,0
29,17.0,male,1,0,S,Third,man,False,0
25,16.0,female,1,0,S,Third,woman,False,0
24,15.0,female,1,0,S,Third,woman,False,0
22,15.0,female,1,0,S,Third,woman,False,0
25,18.0,female,1,0,S,Third,woman,False,0
25,16.0,male,1,0,S,Third,man,False,0
26,16.0,male,1,0,S,Third,man,False,0
30,20.0,male,1,0,S,Third,man,False,0
32,18.0,male,1,0,S,Third,man,False,0
26,16.0,female,1,0,S,Third,woman,False,0
18,6.0,male,1,0,S,Third,man,False,0
26,15.0,female,1,0,S,Third,woman,False,0
25,16.0,female,1,0,S,Third,woman,False,0
23,11.0,male,1,0,S,Third,man,False,0
26,14.0,male,1,0,S,Third,man,False,0
19,23.0,male,1,1,S,Third,man,False,0
27,14.0,female,1,0,S,Third,man,False,0
25,11.0,male,1,0,S,Third,man,False,0
27,13.0,male,1,0,S,Third,man,False,0
19,8.0,male,1,0,S,Third,man,False,0
27,15.0,male,1,0,S,Third,man,False,0
25,13.0,male,1,0,S,Third,man,False,0
23,14.0,female,1,0,S,Third,woman,False,0
24,15.0,female,1,0,S,Third,woman,False,0
20,8.0,male,1,0,S,Third,man,False,0
25,17.0,female,1,0,S,Third,woman,False,0
24,13.0,male,1,0,S,Third,man,False,0
28,16.0,female,1,0,S,Third,woman,False,0
18,7.0,male,1,0,S,Third,man,False,0
20,13.0,female,1,0,S,Third,woman,False,0
25,13.0,male,1,0,S,Third,man,False,0
32,19.0,male,1,0,S,Third,man,False,0
22,13.0,male,1,0,S,Third,man,False,0
26,12.0,female,1,0,S,Third,man,False,0
22,12.0,male,1,0,S,Third,man,False,0
25,12.0,male,1,0,S,Third,man,False,0
20,13.0,female,1,0,S,Third,woman,False,0
25,14.0,female,1,0,S,Third,woman,False,0
26,14.0,male,1,0,S,Third,man,False,0
27,17.0,male,1,0,S,Third,man,False,0
32,18.0,male,1,0,S,Third,man,False,0
23,15.0,female,1,0,S,Third,woman,False,0
29,15.0,male,1,0,S,Third,man,False,0
23,12.0,male,1,0,S,Third,man,False,0
22,11.0,male,1,0,S,Third,man,False,0
32,19.0,male,1,0,S,Third,man,False,0
36,16.0,female,1,0,S,Third,woman,False,0
23,14.0,male,1,0,S,Third,man,False,0
26,14.0,male,1,0,S,Third,man,False,0
28,15.0,male,1,0,S,Third,man,False,0
27,13.0,male,1,0,S,Third,man,False,0
26,12.0,male,1,0,S,Third,man,False,0
28,14.0,male,1,0,S,Third,man,False,0
27,17.0,male,1,0,S,Third,man,False,0
32,18.0,male,1,0,S,Third,man,False,0
26,14.0,female,1,0,S,Third,man,False,0
23,10.0,male,1,0,S,Third,man,False,0
25,11.0,male,1,0,S,Third,man,False,0
29,16.0,male,1,0,S,Third,man,False,0
23,11.0,male,1,0,S,Third,man,False,0
33,19.0,male,1,0,S,Third,man,False,0
27,12.0,male,1,0,S,Third,man,False,0
29,16.0,male,1,0,S,Third,man,False,0
20,17.0,female,1,0,S,Third,woman,False,0
29,17.0,female,1,0,S,Third,woman,False,0
26,15.0,female,1,0,S,Third,woman,False,0
26,15.0,male,1,0,S,Third,man,False,0
20,8.0,male,1,0,S,Third,man,False,0
26,12.0,male,1,0,S,Third,man,False,0
25,16.0,female,1,0,S,Third,woman,False,0
25,16.0,female,1,0,S,Third,woman,False,0
20,8.0,male,1,0,S,Third,man,False,0
26,12.0,male,1,0,S,Third,man,False,0
25,12.0,male,1,0,S,Third,man,False,0
30,15.0,male,1,0,S,Third,man,False,0
21,12.0,male,1,0,S,Third,man,False,0
27,11.0,male,1,0,S,Third,man,False,0
34,18.0,female,1,0,S,Third,woman,False,0
29,14.0,male,1,0,S,Third,man,False,0
28,17.0,female,1,0,S,Third,woman,False,0
27,12.0,male,1,0,S,Third,man,False,0
22,12.0,male,1,0,S,Third,man,False,0
33,20.0,male,1,0,S,Third,man,False,0
28,16.0,male,1,0,S,Third,man,False,0
29,13.0,male,1,0,S,Third,man,False,0
29,13.0,male,1,0,S,Third,man,False,0
32,16.0,male,1,0,S,Third,man,False,0
32,19.0,male,1,0,S,Third,man,False,0
30,18.0,male,1,0,S,Third,man,False,0
24,16.0,female,1,0,S,Third,woman,False,0
22,11.0,male,1,0,S,Third,man,False,0
27,16.0,male,1,0,S,Third,man,False,0
28,17.0,male,1,0,S,Third,man,False,0
27,14.0,male,1,0,S,Third,man,False,0
18,6.0,male,1,0,S,Third,man,False,0
26,15.0,male,1,0,S,Third,man,False,0
29,16.0,female,1,0,S,Third,woman,False,0
22,10.0,male,1,0,S,Third,man,False,0
26,12.0,male,1,0,S,Third,man,False,0
26,15.0,male,1,0,S,Third,man,False,0
19,18.0,female,1,0,S,Third,woman,False,0
39,13.0,female,1,0,S,Third,woman,False,0
25,12.0,male,1,0,S,Third,man,False,0
28,13.0,male,1,0,S,Third,man,False,0
26,15.0,male,1,0,S,Third,man,False,0
24,12.0,male,1,0,S,Third,man,False,0
27,17.0,female,1,0,S,Third,woman,False,0
25,17.0,female,1,0,S,Third,woman,False,0
28,12.0,male,1,0,S,Third,man,False,0
23,13.0,male,1,0,S,Third,man,False,0
26,14.0,male,1,0,S,Third,man,False,0
30,17.0,male,1,0,S,Third,man,False,0
27,17.0,male,1,0,S,Third,man,False,0
20,11.0,male,1,0,S,Third,man,False,0
31,19.0,male,1,0,S,Third,man,False,0
30,16.0,male,1,0,S,Third,man,False,0
20,12.0,female,1,0,S,Third,woman,False,0
26,13.0,male,1,0,S,Third,man,False,0
25,12.0,male,1,0,S,Third,man,False,0
25,16.0,female,1,0,S,Third,woman,False,0
22,12.0,male,1,0,S,Third,man,False,0
26,16.0,male,1,0,S,Third,man,False,0
29,17.0,female,1,0,S,Third,woman,False,0
27,15.0,female,1,0,S,Third,woman,False,0
28,15.0,male,1,0,S,Third,man,False,0
30,17.0,male,1,0,S,Third,man,False,0
26,16.0,female,1,0,S,Third,woman,False,0
28,16.0,male,1,0,S,Third,man,False,0
25,11.0,male,1,0,S,Third,man,False,0
29,17.0,male,1,0,S,Third,man,False,0
24,15.0,female,1,0,S,Third,woman,False,0
26,14.0,male,1,0,S,Third,man,False,0
26,16.0,female,1,0,S,Third,woman,False,0
20,9.0,male,1,0,S,Third,man,False,0
29,16.0,female,1,0,S,Third,woman,False,0
28,16.0,male,1,0,S,Third,man,False,0
29,17.0,male,1,0,S,Third,man,False,0
25,13.0,male,1,0,S,Third,man,False,0
23,9.0,male,1,0,S,Third,man,False,0
27,16.0,male,1,0,S,Third,man,False,0
25,15.0,male,1,0,S,Third,man,False,0
25,13.0,male,1,0,S,Third,man,False,0
31,18.0,female,1,0,S,Third,woman,False,0
19,12.0,female,1,0,S,Third,woman,False,0
28,14.0,male,1,0,S,Third,man,False,0
28,15.0,male,1,0,S,Third,man,False,0
23,8.0,male,1,0,S,Third,man,False,0
32,18.0,male,1,0,S,Third,man,False,0
21,10.0,male,1,0,S,Third,man,False,0
32,19.0,male,1,0,S,Third,man,False,0
28,15.0,male,1,0,S,Third,man,False,0
26,12.0,male,1,0,S,Third,man,False,0
24,15.0,female,1,0,S,Third,woman,False,0
27,14.0,female,1,0,S,Third,man,False,0
24,13.0,female,1,0,S,Third,man,False,0
30,16.0,male,1,0,S,Third,man,False,0
26,14.0,male,1,0,S,Third,man,False,0
19,13.0,female,1,0,S,Third,woman,False,0
19,8.0,male,1,0,S,Third,man,False,0
25,14.0,male,1,0,S,Third,man,False,0
26,11.0,female,1,0,S,Third,man,False,0
31,19.0,male,1,0,S,Third,man,False,0
22,16.0,male,1,1,S,Third,man,False,0
21,11.0,male,1,0,S,Third,man,False,0
17,9.0,male,1,0,S,Third,man,False,0
19,9.0,male,1,0,S,Third,man,False,0
19,11.0,female,1,0,S,Third,woman,False,0
17,14.0,male,1,1,S,Third,man,False,0
29,17.0,female,1,0,S,Third,woman,False,0
28,12.0,male,1,0,S,Third,man,False,0
25,15.0,female,1,0,S,Third,woman,False,0
28,15.0,male,1,0,S,Third,man,False,0
26,14.0,male,1,0,S,Third,man,False,0
31,19.0,female,1,0,S,Third,woman,False,0
24,21.0,male,1,0,S,Third,man,False,0
29,14.0,male,1,0,S,Third,man,False,0
26,17.0,female,1,0,S,Third,woman,False,0
26,16.0,female,1,0,S,Third,woman,False,0
25,17.0,female,1,0,S,Third,woman,False,0
32,19.0,male,1,0,S,Third,man,False,0
17,11.0,male,1,1,S,Third,man,False,0
25,13.0,male,1,0,S,Third,man,False,0
26,13.0,male,1,0,S,Third,man,False,0
29,13.0,male,1,0,S,Third,man,False,0
24,10.0,male,1,0,S,Third,man,False,0
26,17.0,female,1,0,S,Third,woman,False,0
24,11.0,male,1,0,S,Third,man,False,0
29,18.0,male,1,0,S,Third,man,False,0
27,16.0,male,1,0,S,Third,man,False,0
28,14.0,male,1,0,S,Third,man,False,0
20,12.0,male,1,0,S,Third,man,False,0
30,18.0,male,1,0,S,Third,man,False,0
22,10.0,male,1,0,S,Third,man,False,0
33,21.0,female,1,0,S,Third,woman,False,0
25,10.0,male,1,0,S,Third,man,False,0
26,13.0,male,1,0,S,Third,man,False,0
23,15.0,female,1,0,S,Third,woman,False,0
21,11.0,male,1,0,S,Third,man,False,0
20,19.0,female,1,0,S,Third,woman,False,0
25,14.0,male,1,0,S,Third,man,False,0
23,12.0,male,1,0,S,Third,man,False,0
26,15.0,male,1,0,S,Third,man,False,0
26,16.0,female,1,0,S,Third,man,False,0
24,12.0,male,1,0,S,Third,man,False,0
22,12.0,male,1,0,S,Third,man,False,0
30,18.0,male,1,0,S,Third,man,False,0
25,15.0,female,1,0,S,Third,woman,False,0
26,15.0,female,1,0,S,Third,woman,False,0
22,9.0,male,1,0,S,Third,man,False,0
23,11.0,male,1,0,S,Third,man,False,0
25,13.0,male,1,0,S,Third,man,False,0
24,12.0,male,1,0,S,Third,man,False,0
24,16.0,female,1,0,S,Third,woman,False,0
27,13.0,male,1,0,S,Third,man,False,0
26,14.0,male,1,0,S,Third,man,False,0
28,16.0,male,1,0,S,Third,man,False,0
23,11.0,male,1,0,S,Third,man,False,0
28,17.0,female,1,0,S,Third,woman,False,0
26,15.0,female,1,0,S,Third,woman,False,0
29,17.0,male,1,0,S,Third,man,False,0
27,18.0,male,1,1,S,Third,man,False,0
28,16.0,female,1,0,S,Third,woman,False,0
27,13.0,male,1,0,S,Third,man,False,0
27,13.0,male,1,0,S,Third,man,False,0
28,16.0,male,1,0,S,Third,man,False,0
30,18.0,male,1,0,S,Third,man,False,0
23,15.0,female,1,0,S,Third,woman,False,0
21,11.0,male,1,0,S,Third,man,False,0
23,11.0,male,1,0,S,Third,man,False,0
26,14.0,male,1,0,S,Third,man,False,0
29,15.0,male,1,0,S,Third,man,False,0
18,16.0,male,1,1,S,Third,man,False,0
29,13.0,male,1,0,S,Third,man,False,0
