age,fare,sex,sibsp,parch,embarked,class,who,alone,survived
37,17.0,male,5,6,Q,Third,man,False,1
36,4.0,male,5,1,Q,Third,child,True,0
30,21.0,male,5,1,C,Second,child,False,0
34,12.0,male,5,4,Q,Second,man,False,0
40,10.0,male,8,1,C,Second,man,False,0
28,42.0,male,4,4,Q,Third,man,False,1
39,29.0,male,4,2,Q,Second,child,False,1
34,23.0,male,4,4,C,Third,man,False,1
36,63.0,male,4,4,Q,Third,man,True,0
27,12.0,male,1,6,C,Second,child,False,0
30,9.0,male,8,4,Q,Third,man,False,1
38,45.0,male,2,1,C,First,child,False,0
37,59.0,male,2,1,Q,First,child,False,1
32,32.0,male,8,4,C,Third,man,False,1
33,38.0,male,5,1,Q,Third,man,False,1
33,46.0,male,2,1,C,Third,man,False,1
28,39.0,male,0,2,Q,Third,child,False,0
37,20.0,male,1,2,C,Second,man,False,0
32,34.0,male,4,1,S,Third,man,False,1
34,11.0,male,5,2,C,Third,man,False,1
38,40.0,male,5,2,C,First,child,False,1
40,12.0,male,1,3,Q,Third,man,False,0
33,58.0,male,5,2,C,First,child,False,0
32,5.0,male,5,4,S,Third,man,False,0
29,41.0,male,4,4,Q,Third,man,False,1
35,38.0,male,4,2,Q,First,man,False,1
31,11.0,male,8,2,C,Third,child,False,0
36,48.0,male,4,2,Q,Third,child,False,0
29,50.0,male,1,1,S,Second,man,False,1
27,41.0,male,5,4,Q,Third,man,False,1
36,43.0,male,3,1,Q,Third,man,False,1
34,42.0,male,5,4,C,Third,man,False,0
31,21.0,male,5,4,Q,Third,child,False,0
38,56.0,male,4,4,Q,Third,man,False,1
38,40.0,male,4,6,S,Third,man,False,0
33,55.0,male,0,4,Q,Third,child,False,1
37,10.0,male,4,2,S,Second,child,False,0
40,0.0,male,4,1,C,Third,man,False,1
36,26.0,male,5,2,Q,Third,child,False,0
30,49.0,male,4,2,S,Second,man,False,0
28,0.0,male,4,4,S,Third,man,True,0
39,42.0,male,4,4,C,First,child,False,0
31,47.0,male,2,4,Q,Second,child,False,0
34,37.0,male,4,1,Q,First,child,False,0
30,60.0,male,5,6,Q,Third,man,False,1
38,47.0,male,5,2,Q,Second,man,False,0
35,16.0,male,3,1,C,Second,man,False,1
28,25.0,female,4,2,S,Second,child,False,1
37,21.0,female,5,1,Q,Second,child,False,1
35,49.0,male,5,2,S,Third,man,False,1
37,20.0,male,1,6,C,Third,child,False,0
36,60.0,male,8,1,C,Third,child,False,0
35,0.0,male,5,1,C,Second,child,False,1
34,25.0,male,5,1,Q,Third,child,False,1
36,8.0,male,5,1,C,First,child,False,1
37,20.0,male,5,1,Q,Third,child,False,0
30,57.0,male,1,4,Q,Third,child,False,0
35,69.0,male,5,2,S,Second,man,False,1
39,59.0,male,3,1,Q,First,man,False,1
34,19.0,female,4,4,Q,Third,man,False,1
38,56.0,male,4,2,S,Third,child,False,1
29,0.0,male,1,2,C,Second,man,False,0
32,42.0,male,5,4,Q,Second,man,False,1
39,43.0,male,2,2,S,Third,man,False,0
29,60.0,male,5,2,Q,Third,man,False,1
39,61.0,male,8,1,C,First,child,False,0
34,58.0,male,4,4,S,Third,woman,False,1
35,5.0,male,4,6,S,Third,man,False,1
36,42.0,male,4,4,S,Second,child,False,1
39,35.0,male,5,1,Q,Third,man,False,0
40,34.0,male,5,1,C,Third,child,False,0
39,17.0,male,4,1,Q,Third,child,False,0
35,0.0,male,5,1,C,Third,child,False,0
35,54.0,male,5,4,Q,Third,man,False,1
35,30.0,male,2,1,Q,Third,man,False,1
30,28.0,male,4,6,S,Second,child,False,1
32,35.0,male,5,3,Q,Third,man,False,0
39,22.0,male,8,2,C,Second,man,False,1
29,31.0,male,5,1,Q,Third,man,False,1
33,7.0,male,4,2,S,Third,man,False,0
33,42.0,male,2,4,Q,Third,child,True,1
40,50.0,male,5,4,Q,Third,man,False,1
32,51.0,male,4,2,Q,First,woman,False,1
35,38.0,male,2,4,S,Third,man,False,1
28,45.0,male,5,6,C,Third,man,True,1
35,0.0,male,1,2,C,First,child,False,0
36,14.0,male,5,1,C,First,child,False,0
29,27.0,male,5,6,Q,Third,man,False,0
38,48.0,male,5,1,Q,Second,man,False,0
32,19.0,male,5,1,S,Second,man,True,0
37,72.0,male,5,1,C,Third,child,False,0
40,30.0,male,4,1,Q,Third,child,False,1
37,42.0,male,5,2,Q,Second,man,False,0
36,66.0,male,5,1,Q,Third,man,False,0
34,69.0,male,2,1,Q,Third,child,False,0
39,55.0,male,4,1,Q,Third,man,False,1
40,0.0,male,5,6,C,Second,man,False,1
29,29.0,male,1,1,S,Third,man,True,1
28,58.0,male,5,3,Q,Third,man,False,1
30,57.0,male,2,6,S,Third,man,False,0
41,51.0,male,5,1,S,Third,child,False,1
40,39.0,male,2,1,Q,Third,child,False,0
30,57.0,male,4,1,S,First,child,False,1
34,7.0,male,5,1,Q,Second,man,False,0
33,70.0,male,5,6,Q,Third,child,False,1
29,6.0,male,4,2,Q,Second,man,False,1
32,49.0,male,0,2,Q,Third,child,False,0
37,17.0,male,5,2,Q,Third,child,False,0
29,45.0,male,5,3,Q,Third,man,False,0
38,35.0,male,3,4,C,Third,man,False,0
35,17.0,male,5,1,Q,First,man,False,1
37,60.0,male,4,1,Q,Third,child,False,1
39,22.0,male,4,6,S,Second,child,False,0
35,2.0,male,5,2,S,Second,child,False,1
33,9.0,male,2,4,C,Second,man,False,0
34,44.0,male,5,2,Q,Third,man,False,0
27,31.0,male,5,6,Q,Third,child,False,1
36,21.0,male,4,2,Q,Third,man,True,1
29,35.0,male,4,3,Q,Third,man,False,1
36,0.0,male,4,2,Q,First,child,False,1
36,51.0,male,1,4,Q,Third,man,False,1
29,31.0,male,4,3,Q,Third,man,False,1
31,25.0,male,5,1,Q,Second,man,False,1
40,44.0,male,5,5,C,Second,child,False,0
40,63.0,male,4,2,S,Third,child,False,1
35,0.0,male,3,3,Q,First,man,False,0
35,9.0,male,5,1,S,Second,man,False,0
39,42.0,male,3,1,S,Second,child,False,0
39,17.0,male,5,4,Q,Third,child,False,1
33,39.0,male,4,3,Q,Second,man,False,1
38,38.0,male,5,6,C,Second,child,False,0
34,37.0,male,4,4,Q,Third,man,False,0
38,62.0,male,4,1,Q,Third,man,False,0
34,34.0,male,4,4,Q,Second,woman,False,1
31,57.0,male,4,1,C,Second,child,False,0
31,12.0,male,8,4,C,Third,child,True,0
26,54.0,male,4,4,S,First,child,False,1
32,45.0,male,4,3,Q,Third,man,False,1
29,63.0,male,4,1,S,Third,man,False,0
38,5.0,male,5,2,Q,Second,man,False,0
39,35.0,male,4,1,C,Third,child,False,1
41,55.0,male,5,6,C,Third,child,False,1
33,73.0,male,8,3,Q,Third,child,False,0
34,33.0,male,4,1,Q,Second,man,False,1
34,23.0,male,4,4,S,Second,child,False,1
34,51.0,male,2,4,C,Third,man,False,0
39,18.0,male,2,2,S,Third,child,False,0
35,16.0,male,4,1,S,First,child,False,1
34,66.0,male,4,1,Q,First,child,False,0
40,19.0,male,4,2,Q,First,child,False,0
38,21.0,male,4,1,Q,Second,child,False,0
39,22.0,male,2,2,Q,First,man,False,1
28,12.0,male,1,6,Q,Second,child,False,0
37,62.0,male,5,1,Q,First,child,False,0
37,19.0,male,3,3,Q,Third,man,False,1
32,38.0,male,4,1,Q,Third,man,False,0
32,13.0,male,5,2,Q,Third,child,False,1
30,50.0,male,4,1,Q,Third,man,False,1
39,8.0,male,2,1,S,Second,man,False,0
38,68.0,male,4,2,S,Third,man,False,1
37,41.0,male,4,1,Q,Third,man,False,1
39,47.0,male,4,2,C,Third,child,False,1
35,33.0,male,4,1,Q,Third,man,False,1
37,51.0,male,4,1,C,Third,man,False,1
36,24.0,male,5,6,Q,Third,child,False,0
35,55.0,male,4,1,Q,First,child,False,0
33,10.0,male,1,4,C,Second,man,False,0
31,0.0,male,2,1,C,Second,man,False,0
37,60.0,male,4,1,Q,Third,man,False,1
33,14.0,male,5,6,Q,Third,man,False,0
40,39.0,male,5,1,Q,First,child,False,1
40,55.0,male,5,1,C,Second,child,False,0
38,33.0,male,4,4,Q,Third,man,False,1
22,44.0,male,5,1,Q,Third,man,False,0
27,51.0,male,4,2,S,Third,child,True,1
36,19.0,male,5,4,Q,Third,man,False,0
31,77.0,male,5,1,Q,Third,child,False,0
30,31.0,male,4,1,Q,Third,man,False,1
34,36.0,male,2,4,Q,First,child,False,0
36,15.0,male,5,2,S,Third,man,False,0
37,34.0,male,4,2,Q,Third,child,False,0
36,18.0,male,4,3,Q,Second,child,False,0
35,25.0,male,5,6,C,Third,child,False,0
33,21.0,male,2,4,S,First,child,False,0
37,55.0,male,2,1,Q,First,child,False,0
37,56.0,male,1,1,Q,First,man,False,1
37,0.0,male,4,6,S,Second,man,False,1
28,38.0,male,4,1,Q,Second,man,False,1
32,30.0,male,1,2,Q,Third,child,False,0
39,40.0,male,2,3,Q,Third,child,False,1
34,50.0,male,4,2,Q,First,man,False,1
29,39.0,male,8,1,Q,First,man,False,1
37,66.0,male,5,1,Q,Third,child,False,1
39,47.0,male,5,0,Q,Third,man,False,1
26,26.0,male,4,4,S,Second,child,False,0
35,34.0,male,4,2,Q,Third,child,False,0
29,30.0,male,1,4,C,Third,child,False,1
30,45.0,male,4,2,Q,Third,man,False,0
38,53.0,male,4,1,C,Third,child,False,1
31,47.0,male,4,2,S,Second,man,False,1
30,30.0,male,4,4,Q,Third,man,True,1
29,69.0,male,5,6,C,Third,child,False,0
29,29.0,male,4,4,S,Third,man,False,1
35,8.0,male,5,5,C,Second,child,False,0
35,45.0,male,4,1,Q,Third,man,False,1
32,68.0,male,4,4,Q,Third,man,False,1
28,15.0,male,2,1,Q,Third,man,False,1
34,46.0,male,8,4,Q,Second,man,False,0
35,41.0,male,5,1,C,Third,man,False,1
24,46.0,male,8,2,Q,Third,man,False,0
40,36.0,male,4,1,C,Second,child,False,1
28,66.0,male,4,3,S,Second,child,False,0
38,29.0,male,2,2,C,Third,man,False,0
34,12.0,male,5,2,Q,Second,man,False,0
38,40.0,male,5,2,C,Third,man,False,0
39,49.0,male,4,4,Q,Third,man,False,1
27,21.0,male,5,6,Q,Third,child,False,1
39,66.0,male,5,1,C,Third,man,False,0
39,22.0,male,4,1,Q,Third,man,False,1
37,44.0,male,0,2,S,Third,child,False,0
32,62.0,male,4,3,Q,Second,man,False,0
40,44.0,male,4,1,Q,Third,child,False,1
36,9.0,male,0,1,C,Second,child,False,1
36,35.0,male,5,2,Q,Second,man,False,1
32,31.0,male,5,2,S,Third,child,False,0
30,27.0,male,5,1,S,Second,man,False,1
36,66.0,male,2,2,Q,Third,child,False,0
35,33.0,male,5,2,C,Third,child,False,0
39,24.0,male,4,2,Q,Third,man,False,0
40,27.0,male,5,2,Q,Third,man,False,1
36,35.0,male,2,2,C,Second,child,False,0
37,67.0,male,1,1,C,Third,man,False,0
33,42.0,male,8,1,C,Second,child,False,0
35,61.0,male,2,1,Q,Third,man,False,0
38,54.0,male,5,2,Q,Second,man,False,1
39,57.0,male,5,6,C,Third,man,False,0
29,50.0,male,2,4,S,Third,child,False,1
27,47.0,male,5,1,Q,Second,man,False,1
25,32.0,male,4,4,Q,Third,man,False,0
25,52.0,male,4,1,C,Third,man,False,0
40,64.0,male,5,1,Q,Third,child,False,0
27,66.0,male,8,1,Q,Third,man,False,0
31,10.0,male,8,2,C,Third,man,False,0
32,61.0,male,8,4,C,Third,man,False,0
32,0.0,male,5,1,Q,Third,man,False,0
33,43.0,male,4,2,Q,Second,child,False,0
34,21.0,male,2,4,S,Second,man,False,0
30,48.0,male,3,4,Q,Third,man,False,1
33,32.0,male,5,1,Q,Third,man,False,0
37,65.0,male,2,4,C,Third,child,False,0
33,54.0,male,1,1,C,Second,man,False,0
39,14.0,male,5,2,S,Second,man,False,1
34,37.0,male,5,4,C,First,man,False,0
35,17.0,male,1,2,Q,Third,man,True,0
39,0.0,male,4,2,C,Second,man,False,0
33,54.0,male,5,1,C,Third,child,False,0
35,69.0,male,4,2,Q,Third,man,False,1
36,42.0,male,5,3,Q,Second,man,False,0
28,44.0,male,1,4,Q,Second,man,False,0
36,58.0,male,4,1,C,Third,man,False,1
28,29.0,male,3,1,Q,Third,child,False,1
38,11.0,female,1,1,C,Third,child,False,1
36,22.0,male,4,1,Q,Second,man,False,1
41,47.0,male,1,1,Q,Second,man,False,1
40,57.0,male,5,1,C,First,man,False,1
30,62.0,male,5,2,Q,Third,man,False,1
40,7.0,male,4,1,Q,First,man,False,0
39,18.0,male,8,4,Q,First,child,False,0
38,25.0,male,1,2,Q,Second,man,False,0
31,21.0,male,5,4,Q,Second,man,False,1
38,24.0,male,2,1,Q,Third,man,False,1
30,11.0,female,0,2,Q,Third,man,True,0
34,20.0,male,3,3,Q,Third,man,False,1
41,33.0,male,2,2,S,First,child,False,0
33,49.0,male,4,6,Q,Third,child,True,0
39,58.0,male,5,1,Q,Third,child,False,0
40,0.0,male,2,1,C,Second,child,False,0
28,45.0,male,1,1,C,Third,child,False,0
37,25.0,male,4,3,Q,First,man,True,0
33,72.0,male,8,4,S,First,child,False,0
34,25.0,male,8,2,Q,Third,child,False,0
29,33.0,male,5,6,C,Third,man,False,0
38,42.0,male,5,1,C,Third,man,False,0
36,69.0,male,4,1,Q,Third,man,False,1
32,24.0,male,4,2,Q,Third,child,False,1
42,8.0,male,2,1,S,Third,man,False,0
41,12.0,male,5,1,Q,Third,child,False,1
39,22.0,male,2,1,C,Third,man,False,0
34,50.0,male,4,4,Q,Second,child,False,1
34,24.0,male,2,1,Q,Third,man,False,0
35,2.0,male,3,1,Q,First,child,False,1
39,28.0,male,3,2,C,First,man,False,0
40,35.0,male,2,2,Q,Third,man,False,0
35,51.0,male,5,6,Q,Third,man,False,0
36,35.0,male,2,1,C,First,man,False,0
32,33.0,male,2,6,C,Third,child,False,0
36,8.0,male,4,1,Q,First,child,False,0
24,25.0,male,5,4,Q,Third,child,False,0
33,39.0,male,1,1,C,Second,child,False,1
36,52.0,male,4,1,Q,First,child,False,0
37,18.0,male,8,4,Q,First,child,False,1
28,33.0,male,4,1,Q,Third,child,False,1
35,1.0,male,4,1,Q,First,child,False,0
41,33.0,male,2,3,S,First,child,False,0
35,24.0,male,4,2,Q,Third,woman,False,1
38,67.0,male,0,2,Q,Third,man,False,0
31,22.0,male,5,3,Q,Third,child,False,0
32,41.0,male,4,4,S,Third,man,False,1
37,32.0,male,5,1,C,First,man,False,0
36,42.0,male,3,3,C,First,child,False,0
36,60.0,male,5,1,C,Third,child,False,1
39,17.0,male,4,1,S,Second,child,False,0
31,58.0,male,4,1,S,First,man,True,0
35,73.0,male,4,1,Q,Third,man,False,1
37,59.0,male,3,1,Q,Third,man,False,0
35,34.0,male,4,3,Q,Third,man,False,1
37,27.0,male,5,6,Q,First,child,False,0
29,3.0,male,5,1,S,Third,child,False,0
39,34.0,male,4,1,Q,Third,man,False,1
32,50.0,male,5,2,Q,Third,man,False,0
34,35.0,male,5,1,Q,Third,child,False,0
35,57.0,male,2,3,Q,Third,man,False,0
39,8.0,male,8,4,C,First,child,False,0
32,58.0,male,5,4,Q,Third,man,False,1
31,40.0,male,4,1,C,Third,child,False,1
39,31.0,male,5,6,Q,Third,man,False,1
37,45.0,male,1,4,Q,Third,man,False,1
38,56.0,male,5,3,Q,Third,man,False,1
41,23.0,male,5,1,Q,Second,man,False,0
32,35.0,male,4,4,S,Third,man,False,0
31,57.0,male,5,1,Q,First,man,False,0
37,13.0,male,5,6,S,Second,child,False,1
29,61.0,male,4,1,Q,Third,child,False,1
29,61.0,female,4,1,Q,Third,man,False,0
33,0.0,female,8,4,C,Third,child,False,0
25,29.0,male,5,3,Q,Third,child,True,1
29,45.0,male,1,6,S,Second,child,False,1
36,51.0,male,5,6,Q,Third,man,False,1
38,21.0,male,5,2,C,Second,child,False,0
39,48.0,male,4,1,Q,Third,child,False,1
30,20.0,male,1,2,C,Third,child,True,1
37,20.0,male,4,2,S,Third,man,False,1
32,0.0,female,5,1,C,Second,child,False,0
31,28.0,male,5,4,Q,Second,man,True,0
33,5.0,male,4,2,C,Third,woman,False,0
27,37.0,male,3,4,Q,Third,man,False,0
34,29.0,female,8,1,Q,Third,man,False,1
31,65.0,male,4,1,S,Third,woman,False,1
30,63.0,male,2,4,Q,Third,child,False,0
27,10.0,male,5,1,S,Third,man,False,1
26,25.0,male,5,4,Q,Third,man,False,0
40,54.0,male,5,1,C,Third,child,False,1
27,63.0,male,2,1,C,Third,child,False,0
32,51.0,male,4,1,Q,Third,man,True,1
29,13.0,male,5,1,C,Second,man,False,1
36,47.0,male,4,1,C,First,child,False,0
30,42.0,male,4,6,S,Second,man,False,0
36,24.0,male,4,1,Q,Third,child,False,1
40,9.0,male,3,0,S,First,child,False,0
35,39.0,male,4,1,Q,Third,child,False,0
32,18.0,male,5,1,Q,First,man,False,0
39,59.0,male,8,1,Q,Third,man,False,0
28,42.0,male,8,1,Q,Third,child,False,0
29,42.0,male,5,2,Q,Second,man,False,0
39,24.0,male,5,2,S,First,man,False,0
41,32.0,male,4,1,Q,Third,child,False,1
31,43.0,male,4,3,Q,Second,man,False,0
34,29.0,male,5,1,Q,Second,man,False,1
38,28.0,male,4,2,C,Second,child,False,1
38,63.0,male,5,2,Q,Third,man,False,1
38,55.0,male,4,1,C,Third,child,False,1
35,44.0,male,1,4,C,Third,child,False,0
30,53.0,male,4,4,Q,First,child,False,1
33,44.0,male,5,2,S,Third,man,False,0
32,47.0,male,4,2,C,Third,man,False,0
34,54.0,male,4,1,Q,Third,child,False,0
36,16.0,male,2,4,S,Second,child,False,1
38,57.0,male,4,1,Q,Third,man,False,0
36,54.0,male,4,3,Q,Second,child,False,1
27,19.0,male,1,6,Q,Second,man,False,1
32,21.0,male,5,1,S,Second,man,False,1
35,12.0,male,4,4,Q,Second,child,False,1
31,17.0,male,1,1,S,Third,man,False,1
34,48.0,male,5,2,Q,Third,man,False,0
28,30.0,male,5,1,C,Second,child,False,0
38,33.0,male,2,2,Q,Second,man,False,0
36,20.0,male,1,2,C,Second,child,False,0
38,3.0,male,4,1,Q,Third,man,False,1
23,52.0,male,5,1,Q,Third,man,False,1
39,28.0,male,2,6,S,Third,child,False,0
22,66.0,male,4,6,S,Third,man,False,1
35,25.0,male,5,1,S,Third,child,False,1
25,35.0,female,5,1,C,Second,child,False,0
30,62.0,male,4,1,S,Second,child,False,1
33,58.0,male,4,4,Q,Third,child,False,1
33,34.0,male,5,6,C,Third,man,False,0
38,26.0,male,2,1,Q,Third,man,False,1
37,36.0,male,4,2,Q,Second,man,False,0
40,0.0,male,0,4,C,Second,child,False,0
38,19.0,female,3,4,Q,Third,child,False,0
27,58.0,male,5,4,S,Third,man,False,1
37,14.0,male,5,3,S,First,child,False,0
26,35.0,male,4,2,Q,Third,man,False,1
31,25.0,male,5,6,C,Third,man,False,1
35,7.0,male,4,2,Q,Third,man,False,1
36,40.0,female,4,6,Q,Third,man,False,1
34,41.0,male,4,1,Q,Third,child,False,1
38,6.0,male,5,6,Q,Second,child,False,1
38,47.0,male,4,1,Q,Third,man,False,1
33,28.0,male,4,4,Q,Third,child,False,1
39,16.0,male,0,1,Q,Third,child,False,0
29,20.0,male,5,1,Q,Third,man,False,0
39,57.0,male,5,1,C,Third,child,False,0
24,5.0,male,5,2,Q,Third,man,False,1
30,37.0,male,1,2,Q,Third,man,False,0
33,21.0,male,5,2,Q,Third,man,False,0
37,62.0,female,5,1,C,Third,child,False,0
36,56.0,male,2,1,Q,First,man,False,0
38,48.0,male,4,1,Q,Third,man,False,0
36,32.0,male,3,4,Q,Third,man,False,0
31,53.0,male,5,2,C,Third,man,False,1
39,34.0,male,1,6,C,First,child,False,1
25,41.0,male,4,2,Q,First,man,False,1
33,54.0,male,4,1,Q,First,child,False,1
35,0.0,male,0,4,Q,Third,child,False,0
38,35.0,male,3,2,Q,First,man,False,0
33,48.0,male,5,4,C,Second,child,False,0
40,34.0,male,4,1,S,Third,child,False,1
40,27.0,male,4,1,C,Second,child,False,0
27,11.0,male,5,2,C,Second,man,False,1
39,16.0,female,4,1,Q,Second,man,False,1
39,24.0,male,4,1,Q,Second,man,False,0
31,5.0,male,5,6,S,First,child,False,0
35,50.0,male,4,1,Q,Third,man,False,0
40,22.0,male,5,6,S,First,child,False,0
33,43.0,male,4,2,Q,Third,man,False,0
33,23.0,male,2,4,C,Second,man,False,0
